
 Lista de Imýveis da Caixa;;Data de geraýýo:;27/08/2026;;;;;;;
 Ný do imývel;UF;Cidade;Bairro;Endereýo;Preýo;Valor de avaliaýýo;Desconto;Financiamento;Descriýýo;Modalidade de venda;Link de acesso

 8787706628610 ;PR ;CAMPO LARGO ;JARDIM ITAQUI ;RUA MARIA JOAQUINA VAZ, N. 721, Apto 401, 4ý PAVIMENTO BLOCO 02 ;165.727,27;155.000,00;0.00;Nýo;Apartamento, 46.27 de ýrea total, 40.31 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706628610
 8787705098633 ;PR ;CAMPO LARGO ;BOM JESUS ;RODOVIA DOS EXPEDICIONARIOS, N. 1145, Apto 327, BL 03 VG 87 ;173.470,80;161.500,00;0.00;Nýo;Apartamento, 45.82 de ýrea total, 40.00 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705098633
 8787705103572 ;PR ;CAMPO LARGO ;BOM JESUS ;RODOVIA DOS EXPEDICIONARIOS, N. 1145, Apto 121, TP 02 BL 01 VG 09 ;174.003,56;160.000,00;0.00;Nýo;Apartamento, 46.17 de ýrea total, 40.31 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705103572
 8787705554248 ;PR ;CAMPO LARGO ;BOM JESUS ;RODOVIA DOS EXPEDICIONARIOS, N. 1145, Apto 538, TP 2 PAV 3 BL 05 VG 192 ;174.213,63;160.000,00;0.00;Nýo;Apartamento, 46.17 de ýrea total, 40.31 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705554248
 8787716641228 ;PR ;CAMPO LARGO ;LAGOA ;RUA CAETANO MUNHOZ DA ROCHA, N. 1080, Apto 204, BL 18 VG 529 ;217.169,75;197.000,00;0.00;Nýo;Apartamento, 49.78 de ýrea total, 43.61 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716641228
 8787706062012 ;PR ;CAMPO LARGO ;BOM JESUS ;RODOVIA DOS EXPEDICIONARIOS, N. 1145, Apto 1017, PAVIMENTO TýRREO BLOCO 10 VAGA 336 ;176.347,30;155.000,00;0.00;Nýo;Apartamento, 45.88 de ýrea total, 40.00 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706062012
 8787717151232 ;PR ;CAMPO LARGO ;OURO VERDE ;RUA CAETANO MUNHOZ DA ROCHA, N. 1080, Apto 202, BL 06 2 PAV VG 188 ;202.929,28;177.000,00;0.00;Nýo;Apartamento, 45.67 de ýrea total, 40.00 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717151232
 8787701731650 ;PR ;CAMPO LARGO ;JARDIM ITAQUI ;RUA MARIA JOAQUINA VAZ, N. 721, Apto 101, BLOCO 31 - TýRREO - VG 761 ;206.794,77;180.000,00;0.00;Nýo;Apartamento, 50.13 de ýrea total, 43.61 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701731650
 8787716369161 ;PR ;CAMPO LARGO ;OURO VERDE ;RUA CAETANO MUNHOZ DA ROCHA, N. 1080, Apto 207,  BLOCO 10 ;203.575,48;177.000,00;0.00;Nýo;Apartamento, 45.67 de ýrea total, 40.00 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716369161
 8787705250435 ;PR ;CAMPO LARGO ;BOM JESUS ;RODOVIA DOS EXPEDICIONARIOS, N. 1145, Apto 1042, 4ý PAVIMENTO BLOCO 10 VAGA 391 ;173.470,80;150.000,00;0.00;Nýo;Apartamento, 45.82 de ýrea total, 40.00 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705250435
 8787704513432 ;PR ;CAMPO LARGO ;BOM JESUS ;RODOVIA DOS EXPEDICIONARIOS, N. 1145, Apto 2543, 4ý PAVIMENTO BLOCO 25 VAGA 902 ;173.680,20;150.000,00;0.00;Nýo;Apartamento, 45.82 de ýrea total, 40.00 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704513432
 8787705749626 ;PR ;CAMPO LARGO ;BOM JESUS ;RODOVIA DOS EXPEDICIONARIOS, N. 1145, Apto 217, TERREO BL 02 VAGA GARAGEM 48 ;176.134,66;145.000,00;0.00;Nýo;Apartamento, 45.87 de ýrea total, 40.00 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705749626
 8787719741916 ;PR ;CAMPO LARGO ;OURO VERDE ;RUA CAETANO MUNHOZ DA ROCHA, N. 1080, Apto 304, 3ý PAVIMENTO BLOCO 18 VAGA 537 ;213.725,95;173.000,00;0.00;Nýo;Apartamento, 49.78 de ýrea total, 43.61 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719741916
 8787715437406 ;PR ;CAMPO LARGO ;OURO VERDE ;RUA CAETANO MUNHOZ DA ROCHA, N. 1080, Apto 304, 3ý PAVIMENTO BLOCO 01 VAGA 16 ;205.016,94;165.000,00;0.00;Nýo;Apartamento, 46.02 de ýrea total, 40.31 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715437406
 8787714401890 ;PR ;CAMPO LARGO ;BOTIATUVA ;RUA MANOEL LOPES VIEIRA, N. 143, Apto 407, TP I  PAV 3  BL 5  VG 328 ;186.852,77;131.000,00;0.00;Nýo;Apartamento, 47.34 de ýrea total, 40.00 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714401890
 1787700125928 ;PR ;CAMPO LARGO ;JARDIM ITAQUI ;RUA MARIA JOAQUINA VAZ, N. 721, Apto 105, BLOCO 31, VAGA 765 ;280.811,42;180.000,00;0.00;Nýo;Apartamento, 50.07 de ýrea total, 43.61 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700125928
 1787700268214 ;PR ;CAMPO LARGO ;BOM JESUS ;AVENIDA DOS EXPEDICIONARIOS, N. 1145, Apto 1841, BLOCO 18 - VAGA 588 ;283.778,88;179.000,00;0.00;Nýo;Apartamento, 46.17 de ýrea total, 40.31 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700268214
 10217331 ;PR ;CAMPO MOURAO ;JARDIM RESIDENCIAL ARAUCARIA ;RUA DAS CEREJEIRAS, N. 46, QD 29, METADE LT 05 ;755.615,77;1.355.000,00;44.24;Sim;Casa, 0.00 de ýrea total, 237.83 de ýrea privativa, 245.00 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10217331
 10218088 ;PR ;CAMPO MOURAO ;JARDIM ALVORADA ;RUA LAMBARI, N. 243, CHýCARA G-2 ;126.772,91;217.741,86;41.78;Nýo;Terreno, 0.00 de ýrea total, 0.00 de ýrea privativa, 730.80 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10218088
 8787718804469 ;PR ;CAMPO MOURAO ;RESIDENCIAL PARQUE ARNALDO WALTER BRONZE ;RUA JOAO FRANCISCO ROCHA, N. 1464, CASA 25B ;155.327,03;160.000,00;2.93;Nýo;Casa, 52.19 de ýrea total, 52.19 de ýrea privativa, 126.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718804469
 8444428600256 ;PR ;CAMPO MOURAO ;JARDIM NOVO CAMPO ;RUA CANCUN, N. 239, LT 17 QD 01 ;168.920,44;132.000,00;0.00;Nýo;Casa, 53.55 de ýrea total, 53.55 de ýrea privativa, 126.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428600256
 10210360 ;PR ;CANTAGALO ;JARDIM SANTA CRUZ ;RUA HORýVIO ANTýNIO CORREIA, N. 00, QD 07, LT 01 ;183.179,79;375.000,00;51.16;Nýo;Terreno, 0.00 de ýrea total, 0.00 de ýrea privativa, 477.60 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10210360
 10309344 ;PR ;CANTAGALO ;VILA SANTA CRUZ ;RUA HORAVIO ANTONIO CORREIA, N. 00, QD 07, LT 02 ;299.000,00;274.000,00;0.00;Sim;Terreno, 0.00 de ýrea total, 0.00 de ýrea privativa, 425.70 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10309344
 8444401901433 ;PR ;CASCAVEL ;CATARATAS ;AVENIDA CORBELIA, N. 756, UN 4 ;230.000,00;230.000,00;0.00;Nýo;Casa, 48.10 de ýrea total, 48.00 de ýrea privativa, 72.74 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444401901433
 10302975 ;PR ;CASCAVEL ;CENTRO ;RUA MATO GROSSO, N. 1575, Apto 804, QD 93, LT 02 ;722.000,00;722.000,00;0.00;Nýo;Apartamento, 0.00 de ýrea total, 87.42 de ýrea privativa, 0.00 de ýrea do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10302975
 8555514048754 ;PR ;CASCAVEL ;PARQUE VERDE ;RUA TRANQUILO NORO, N. 720, CS 530  M40B QD H RUA 8 ;230.000,00;230.000,00;0.00;Nýo;Casa, 41.57 de ýrea total, 40.91 de ýrea privativa, 93.46 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555514048754
 1600000096192 ;PR ;CASCAVEL ;PIONEIROS CATARINENSES ;RUA TEODORO NARDI, N. 451, UNIDADE Ný2 ;1.280.000,00;1.280.000,00;0.00;Nýo;Casa, 224.27 de ýrea total, 221.55 de ýrea privativa, 280.00 de ýrea do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 4 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000096192
 8444427720150 ;PR ;CASCAVEL ;CANCELLI ;RUA CARLOS BARTOLOMEU CANCELLI, N. 993, Apto 201, BL 10 ;215.000,00;215.000,00;0.00;Nýo;Apartamento, 49.07 de ýrea total, 43.93 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427720150
 8787715120860 ;PR ;CASCAVEL ;FLORESTA ;RUA BALDUINO OLDONI, N. 1915, Apto 406, BLOCO 2 ;215.000,00;215.000,00;0.00;Nýo;Apartamento, 64.79 de ýrea total, 46.78 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715120860
 8787715488930 ;PR ;CASCAVEL ;FLORESTA ;RUA BALDUINO OLDONI, N. 1915, Apto 202, BL 04 VG 28 ;222.000,00;222.000,00;0.00;Nýo;Apartamento, 61.09 de ýrea total, 52.93 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715488930
 8444406770078 ;PR ;CASTRO ;NOSSA SENHORA DAS GRACAS ;RUA J, N. 5, UND B LT 01 QD 28 ;190.000,00;190.000,00;0.00;Nýo;Casa, 56.10 de ýrea total, 56.10 de ýrea privativa, 198.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406770078
 8555531222155 ;PR ;CENTENARIO DO SUL ;SAO JUDAS TADEU ;R C, N. 12, QD 4, LT 1, ESQ R JESUINO PELICIA ;77.313,65;153.000,00;49.47;Nýo;Casa, 0.00 de ýrea total, 40.80 de ýrea privativa, 235.41 de ýrea do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555531222155
 8444423234065 ;PR ;CENTENARIO DO SUL ;LOT BELA SUIýA ; RUA FRANCISCO BERNANRDO, N. 193, LT 04 QD 11 ;109.610,38;186.000,00;41.07;Nýo;Casa, 60.80 de ýrea total, 48.30 de ýrea privativa, 204.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423234065
 8787700728213 ;PR ;CENTENARIO DO SUL ;JARDIM BELA ITALIA ;RUA B, N. 260, LT 07 QD 03 ;111.967,60;190.000,00;41.07;Nýo;Casa, 57.18 de ýrea total, 57.18 de ýrea privativa, 216.00 de ýrea do terreno, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700728213
 8444435902491 ;PR ;CENTENARIO DO SUL ;CENTRO ; RUA LONDRINA, N. 935, LT 1 E QD 93 ;160.000,00;153.000,00;0.00;Nýo;Casa, 50.00 de ýrea total, 50.00 de ýrea privativa, 126.36 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435902491
 1444415736636 ;PR ;CIANORTE ;RESIDENCIAL ATLANTICO II ;RUA PONTAL DO SUL, N. 151, DT 09 QD 01 ;799.574,52;1.476.000,00;45.83;Sim;Casa, 0.00 de ýrea total, 459.39 de ýrea privativa, 0.00 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415736636
 1555532214352 ;PR ;CIANORTE ;ZONA DE ARMAZEM ;AVENIDA RIO BRANCO, N. 410, Apto 303, PAV 4 ;320.000,00;320.000,00;0.00;Nýo;Apartamento, 111.96 de ýrea total, 66.46 de ýrea privativa, 0.00 de ýrea do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555532214352
 10011968 ;PR ;COLOMBO ;GUARAITUBA ;AV PREFEITO JOAO BATISTA STOCCO, N. 1590, LT 01 QD E ;2.458.247,78;4.880.000,00;49.63;Nýo;Comercial, 0.00 de ýrea total, 2890.80 de ýrea privativa, 3960.00 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10011968
 8156510022486 ;PR ;COLOMBO ;SAO GABRIEL ;RUA ROSA LAZAROTTO STRAPASSON, N. 286, CS 05 PARTE LT A-1 QD 11 ;260.000,00;260.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 50.11 de ýrea privativa, 144.58 de ýrea do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8156510022486
 8036910029738 ;PR ;COLOMBO ;ATUBA ;RUA EMILIO DE MENEZES, N. 292, A ;205.000,00;205.000,00;0.00;Nýo;Casa, 61.48 de ýrea total, 56.37 de ýrea privativa, 102.85 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8036910029738
 1555521919074 ;PR ;COLOMBO ;EMBU ;RUA DA CANAFISTULA ANTIGA RUA DA MANGUEIRA LT 12 Q, N. SN, LT 12QD 27 ;490.000,00;490.000,00;0.00;Nýo;Terreno, 0.00 de ýrea total, 75.00 de ýrea privativa, 1020.00 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555521919074
 8444416767487 ;PR ;COLOMBO ;GUARAITUBA ;TRAVESSA ERONDINO ELISON DOS SANTOS, N. 149, Apto 403, 3ý ANDAR ;180.000,00;180.000,00;0.00;Nýo;Apartamento, 55.74 de ýrea total, 44.00 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416767487
 8555525482698 ;PR ;COLOMBO ;SAO GABRIEL ;AVENIDA PREFEITO JOAO BATISTA STOCCO, N. 649, Apto 103, BL A ;189.125,00;185.000,00;0.00;Nýo;Apartamento, 0.00 de ýrea total, 47.48 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525482698
 8555515362061 ;PR ;CONTENDA ;JARDIM DAS AMERICAS ;RUA JAIME GOOD, N. 86, 15, ;96.000,33;162.000,00;40.75;Nýo;Casa, 47.30 de ýrea total, 47.30 de ýrea privativa, 127.91 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555515362061
 8444404798498 ;PR ;CONTENDA ;PLANALTO ;  R VALERIA BAUMEL PADILHA 483, N. 483, CASA 04 COND ROMA XXXIV ;120.882,70;200.000,00;39.56;Nýo;Casa, 0.00 de ýrea total, 51.43 de ýrea privativa, 0.00 de ýrea do terreno,  3 qto(s), 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404798498
 8444406189855 ;PR ;CONTENDA ;PEPES ;RUA JAIME GOOD, N. 51, CS 05 ;117.860,63;195.000,00;39.56;Nýo;Casa, 43.65 de ýrea total, 43.65 de ýrea privativa, 71.60 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406189855
 8444414087950 ;PR ;CONTENDA ;CENTRO ;AV ELEUTERIO DE SOUZA PADILHA, N. 1463, RUA INTERNA 2, CASA 14 ;84.855,72;139.000,00;38.96;Nýo;Casa, 0.00 de ýrea total, 35.10 de ýrea privativa, 95.09 de ýrea do terreno.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414087950
 8444408627817 ;PR ;CONTENDA ;JD PLANALTO ;RUA VEREADOR LEONY SLUGA, N. 108, CS 01, LT 07, QD 10, ;133.437,74;212.000,00;37.06;Nýo;Casa, 0.00 de ýrea total, 71.77 de ýrea privativa, 150.30 de ýrea do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408627817
 8787709861676 ;PR ;CONTENDA ;JD LEONIDAS BAUMEL ;RUA DR JUVENCIO SOARES DA SILVA, N. 770, CS 23 LT 4A ;122.168,53;180.000,00;32.13;Nýo;Casa, 42.75 de ýrea total, 42.43 de ýrea privativa, 108.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709861676
 8787709852014 ;PR ;CONTENDA ;SAO JOAO ;RUA DR JUVENCIO SOARES DA SILVA, N. 770, CASA 22 ;180.000,00;180.000,00;0.00;Nýo;Casa, 42.75 de ýrea total, 42.43 de ýrea privativa, 108.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709852014
 8787712225408 ;PR ;CONTENDA ;SAO JOAO ;RUA DR JUVENCIO SOARES DA SILVA, N. 770, CASA 97 ;182.000,00;182.000,00;0.00;Nýo;Casa, 42.75 de ýrea total, 42.43 de ýrea privativa, 111.56 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712225408
 8444422598764 ;PR ;CORNELIO PROCOPIO ;CENTRO ;RUA PICARRAS, N. 158, QD 17 LT 3 ;181.001,08;181.001,08;0.00;Nýo;Casa, 51.26 de ýrea total, 51.26 de ýrea privativa, 300.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422598764
 8444429116242 ;PR ;CRUZEIRO DO OESTE ;JARDOM CRUZEIRO ; RUA FLORIANOPOLIS, N. 138, QD 69 ;50.365,85;87.000,00;42.11;Nýo;Terreno, 0.00 de ýrea total, 0.00 de ýrea privativa, 350.00 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429116242
 8444413309593 ;PR ;CRUZEIRO DO OESTE ;PARQUE DAS OLIVEIRAS ; RUA DONALDSON DUAR, N. 525, LT 02 QD 16 ;77.043,32;133.000,00;42.08;Nýo;Casa, 70.00 de ýrea total, 70.00 de ýrea privativa, 182.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s).;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413309593
 10275690 ;PR ;CRUZEIRO DO OESTE ;JARDIM DAS FLORES ;AVENIDA BRASIL, N. 00, QD 256, LT 21-R, PLANTA 01 ;51.395,36;87.283,95;41.12;Nýo;Terreno, 0.00 de ýrea total, 0.00 de ýrea privativa, 245.00 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10275690
 10145069 ;PR ;CURITIBA ;ABRANCHES ;RUA ANGELO CUNICO, N. 777, CASA 02 ;406.733,59;730.000,00;44.29;Sim;Casa, 0.00 de ýrea total, 161.52 de ýrea privativa, 0.00 de ýrea do terreno,  3 qto(s), varanda, a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10145069
 8555526770379 ;PR ;CURITIBA ;CAMPO DE SANTANA ;RUA ANGELO TOZIM, N. 1501, Apto 13, BL 02 ;114.384,30;198.000,00;42.24;Nýo;Apartamento, 0.00 de ýrea total, 44.12 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526770379
 8787705662369 ;PR ;CURITIBA ;PINHEIRINHO ;RUA LUCIANO PIUZZI, N. 147, Apto 104, VAGA 19 ;153.717,24;262.500,00;41.45;Nýo;Apartamento, 0.00 de ýrea total, 49.25 de ýrea privativa, 0.00 de ýrea do terreno, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705662369
