
 Lista de Imýveis da Caixa;;Data de geraýýo:;27/08/2026;;;;;;;
 Ný do imývel;UF;Cidade;Bairro;Endereýo;Preýo;Valor de avaliaýýo;Desconto;Financiamento;Descriýýo;Modalidade de venda;Link de acesso

 1444419455631 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;RUA TUCANO, N. 70, LT 14, QD 13, VILA BALDAN ;188.007,72;295.000,00;36.27;Nýo;Casa, 60.00 de ýrea total, 60.00 de ýrea privativa, 81.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419455631
 8444421683938 ;PR ;FAZENDA RIO GRANDE ;IGUACU ;RUA RIO ROSEIRA, N. 279, CS 02 LT 17 QD 24 ;164.877,16;213.000,00;22.60;Nýo;Casa, 93.85 de ýrea total, 51.85 de ýrea privativa, 180.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421683938
 1787701519350 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA JAGUARIAIVA, N. 2109, CS 63 ;300.000,00;300.000,00;0.00;Nýo;Casa, 42.00 de ýrea total, 42.00 de ýrea privativa, 78.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701519350
 8444404607471 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA MATINHOS, N. 1358, CS 01 ;275.000,00;275.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 58.41 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404607471
 8444422376699 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA SERGIPE, N. 166, 01, 0320 ;289.400,00;289.400,00;0.00;Nýo;Casa, 0.00 de ýrea total, 68.50 de ýrea privativa, 188.50 de ýrea do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422376699
 8444422675637 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA SALVADOR, N. 67, RESIDENCIA 13 ;234.500,00;234.500,00;0.00;Nýo;Casa, 0.00 de ýrea total, 42.00 de ýrea privativa, 88.77 de ýrea do terreno,  2 qto(s), WC, 1 sala(s).;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422675637
 8444422613216 ;PR ;FAZENDA RIO GRANDE ;EUCALIPTOS ;RUA MACADAMIA, N. 298, RESIDENCIA 02 ;335.000,00;335.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 62.90 de ýrea privativa, 132.22 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422613216
 8444412131340 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;RUA PAPAGAIO, N. 189, CS 02 ;320.000,00;320.000,00;0.00;Sim;Casa, 0.00 de ýrea total, 53.00 de ýrea privativa, 210.00 de ýrea do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412131340
 8444433131617 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;RUA ARAPONGAS, N. 196, CS 30 ;280.000,00;280.000,00;0.00;Nýo;Casa, 42.00 de ýrea total, 42.00 de ýrea privativa, 97.26 de ýrea do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433131617
 8555512832423 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;RUA ALCATRAZ, N. 2368, CS 5 ;210.000,00;210.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 46.18 de ýrea privativa, 150.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555512832423
 8444402111827 ;PR ;FAZENDA RIO GRANDE ;IGUACU ;RUA RIO NEGRO N 1368 02 1220, N. 1368, CS ;187.000,00;187.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 43.32 de ýrea privativa, 124.80 de ýrea do terreno,  2 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402111827
 8555528772697 ;PR ;FAZENDA RIO GRANDE ;NACOES ;RUA SERVIA, N. 800, CASA 146 ;225.000,00;225.000,00;0.00;Nýo;Casa, 39.77 de ýrea total, 38.60 de ýrea privativa, 108.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555528772697
 8555530932779 ;PR ;FAZENDA RIO GRANDE ;NACOES ;RUA MONTENEGRO, N. 80, CS 088 ;270.000,00;270.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 38.60 de ýrea privativa, 201.39 de ýrea do terreno, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555530932779
 8787705256034 ;PR ;FAZENDA RIO GRANDE ;NACOES ;AVENIDA PORTUGAL, N. 6785, UNIDADE 123 TIPO A ;305.000,00;305.000,00;0.00;Nýo;Casa, 49.20 de ýrea total, 49.20 de ýrea privativa, 134.97 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705256034
 8444439697329 ;PR ;FAZENDA RIO GRANDE ;IGUACU ;RUA RIO JAU, N. 1221, UN 02 ;486.982,63;484.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 66.75 de ýrea privativa, 180.00 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444439697329
 8444429616989 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA MARANHAO, N. 372, CS 11 ;234.346,19;215.000,00;0.00;Nýo;Casa, 43.00 de ýrea total, 43.00 de ýrea privativa, 63.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429616989
 1444425073591 ;PR ;FLORESTA ;JARDIM ATENAS ;RUA 3, N. SN, LT 16 QD 4 ;203.812,48;122.000,00;0.00;Nýo;Terreno, 0.00 de ýrea total, 0.00 de ýrea privativa, 300.00 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444425073591
 8444414004206 ;PR ;FLORESTOPOLIS ;FLORESTOPOLIS ; RUA PRESIDENTE TANCREDO NEVES, N. 13-A, LT 24A QD 02 ;94.815,14;160.000,00;40.75;Nýo;Casa, 51.05 de ýrea total, 51.05 de ýrea privativa, 125.66 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414004206
 8444416673288 ;PR ;FRANCISCO ALVES ;LOT JD BELA VISTA ; RUA IWAO FUGISAWA, N. 748, LOTE 10 DA QUADRA Ný03 ;109.000,00;109.000,00;0.00;Nýo;Casa, 62.39 de ýrea total, 62.39 de ýrea privativa, 200.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416673288
 10309363 ;PR ;FRANCISCO BELTRAO ;AGUA BRANCA ;RUA PRESIDENTE ERNESTO GEISEL, N. 00, QD 1492, LT 12 ;158.000,00;158.000,00;0.00;Nýo;Terreno, 0.00 de ýrea total, 0.00 de ýrea privativa, 337.25 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10309363
 10204783 ;PR ;GENERAL CARNEIRO ;ýREA RURAL ;LINHA FAXINAL DOS SANTOS, N. 00, QUINHýO 30 - FAZENDA SANTO ANTONIO DO ;113.309,16;245.500,00;53.85;Nýo;Imývel rural, 0.00 de ýrea total, 0.00 de ýrea privativa, 48400.00 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10204783
 10151957 ;PR ;GUARAPUAVA ;BONSUCESSO ;RUA FRANCISCO PIRES DA ROCHA (NO LOCAL 1037), N. 1049, LT 05, QD 15 ;696.461,63;1.250.000,00;44.29;Sim;Casa, 0.00 de ýrea total, 326.68 de ýrea privativa, 600.00 de ýrea do terreno,  4 qto(s), varanda, a.serv, WC, WC Emp, 3 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10151957
 8444424621569 ;PR ;GUARAPUAVA ;Dos Estados ; RUA EUGENIO BRANCO, N. 0, 0, ;100.741,08;170.000,00;40.75;Nýo;Terreno, 0.00 de ýrea total, 0.00 de ýrea privativa, 540.00 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424621569
 10305196 ;PR ;GUARAPUAVA ;ALTO CASCAVEL ;Rua JOEL GELINSKI, N. 0, QD 17, LT 01 ;204.000,00;204.000,00;0.00;Nýo;Terreno, 0.00 de ýrea total, 0.00 de ýrea privativa, 363.12 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10305196
 10305198 ;PR ;GUARATUBA ;CENTRO ;RUA GABRIEL DE LARA, Apto 503, EDIFICIO HALAS III/ AP DýPLEX ;1.320.594,52;810.000,00;0.00;Sim;Apartamento, 0.00 de ýrea total, 106.40 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10305198
 1555520929360 ;PR ;IBAITI ;LOT RES SOPHIA ; R HEIACHIRO HOSOUME, N. 60, SN, QD06 LT14 ;281.613,25;505.000,00;44.24;Sim;Casa, 179.26 de ýrea total, 178.26 de ýrea privativa, 275.00 de ýrea do terreno,  4 qto(s), WC, 3 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555520929360
 1444422984119 ;PR ;IBAITI ;Centro ; RUA TULIPA, N. S/N, LT 05 QD G ;339.000,00;339.000,00;0.00;Nýo;Casa, 77.22 de ýrea total, 77.22 de ýrea privativa, 264.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422984119
 8444420598244 ;PR ;IPORA ;NOVA SANTA HELENA ; RUA FELZINA MARIA DA SILVA, N. 77, LOTE 16B QUADRA 42 ;87.819,45;150.000,00;41.46;Nýo;Casa, 55.20 de ýrea total, 55.20 de ýrea privativa, 337.50 de ýrea do terreno.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420598244
 8444417198168 ;PR ;IPORA ;CENTRO ; RUA GETULIO VARGAS, N. 3086, ;93.741,78;158.188,72;40.75;Nýo;Casa, 49.89 de ýrea total, 49.89 de ýrea privativa, 337.50 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417198168
 8444411775040 ;PR ;IPORA ;GLEBA ATLýNTICA ; AVENIDA JOHN F. KENNEDY, N. 210, LOTE 12 QUADRA 262 ;155.000,00;155.000,00;0.00;Nýo;Casa, 47.70 de ýrea total, 47.70 de ýrea privativa, 266.79 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411775040
 8444418332755 ;PR ;IRACEMA DO OESTE ;JARDIM SONHO MEU ;RUA ERNESTO PANINI, N. 83, LT 13 QD 03 LOT JD SONHO MEU ;94.815,14;160.000,00;40.75;Nýo;Casa, 57.73 de ýrea total, 57.73 de ýrea privativa, 200.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418332755
 1444409038612 ;PR ;ITAPEJARA D'OESTE ;INDUSTRIAL I ;RUA IVANIA GNOATTO, N. 370, LT 14 QD 168 ;695.000,00;695.000,00;0.00;Nýo;Casa, 172.70 de ýrea total, 172.70 de ýrea privativa, 360.50 de ýrea do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444409038612
 8555522685644 ;PR ;JAGUAPITA ;RES JAGUAPITA V ;RUA CARLOS HERHADT, N. 261, LT 3 QD 8 ;95.407,73;161.000,00;40.75;Nýo;Casa, 0.00 de ýrea total, 35.88 de ýrea privativa, 262.69 de ýrea do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555522685644
 8444424094445 ;PR ;JAGUAPITA ;JARDIM BELA VISTA II ;RUA  FRANCISCO TEOBALDO NETTO, N. 194,  LOTE 6-A  QUADRA  02 ;177.000,00;177.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 60.24 de ýrea privativa, 126.00 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424094445
 8444422939170 ;PR ;JAGUAPITA ;RES JARDIM OLIVEIRA ; RUA IýARA, N. 221, LT 09 A QD 01 ;160.302,38;160.000,00;0.00;Nýo;Casa, 69.99 de ýrea total, 69.99 de ýrea privativa, 129.40 de ýrea do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422939170
 8787713373613 ;PR ;JAGUARIAIVA ;PORTAL DO SERTýO ; RUA MAESTRO VALDEMAR RODRIGUES DE JESUS, N. SN, LT 15, QD 42, ;119.673,87;198.000,00;39.56;Nýo;Casa, 44.92 de ýrea total, 44.92 de ýrea privativa, 250.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713373613
 8787714652257 ;PR ;JAGUARIAIVA ;PORTAL DO SERTýO ; RUA PREFEITO MARIO FONSECA, N. SN, LT 23 QD 44 ;185.000,00;185.000,00;0.00;Nýo;Casa, 44.92 de ýrea total, 44.92 de ýrea privativa, 250.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714652257
 8444426708157 ;PR ;JESUITAS ;LOT JARDIM SANTA FE ; RUA MANOEL RODRIGUES PARENTE, N. 110, LT 11 QD 03 ;70.402,24;140.000,00;49.72;Nýo;Casa, 57.10 de ýrea total, 57.10 de ýrea privativa, 150.45 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426708157
 8444426942613 ;PR ;JESUITAS ;JD SANTA FE ;RUA MANOEL RODRIGUES PARENTE, N. 126, ;81.653,29;139.467,89;41.46;Nýo;Casa, 0.00 de ýrea total, 57.10 de ýrea privativa, 150.45 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426942613
 8444419202987 ;PR ;LOANDA ;LOANDA ; RUA CIRILO JOSE DOS SANTOS, N. 222, LT 18 B  QD 10 ;165.000,00;165.000,00;0.00;Nýo;Casa, 46.62 de ýrea total, 46.62 de ýrea privativa, 182.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419202987
 8787712661437 ;PR ;LONDRINA ;CILO 3 ;AVENIDA ROSALVO MARQUES BONFIM, N. 955, Apto 403, BL 13 VG 136 ;125.793,56;225.000,00;44.10;Sim;Apartamento, 0.00 de ýrea total, 47.71 de ýrea privativa, 0.00 de ýrea do terreno, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712661437
 8787704965554 ;PR ;LONDRINA ;COLINAS ;RUA OLYMPIO THEODORO, N. 1055, Apto 304, BLOCO 07 PAVIMENTO 3 ;92.238,37;163.000,00;43.42;Nýo;Apartamento, 0.00 de ýrea total, 41.14 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704965554
 8444435739558 ;PR ;LONDRINA ;PEROBINHA ;RUA IZOLINA BACCI NONINO, N. 260, Apto 302, BL 07 ;62.856,87;110.000,00;42.86;Nýo;Apartamento, 48.58 de ýrea total, 43.21 de ýrea privativa, 0.00 de ýrea do terreno, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435739558
 8787713115070 ;PR ;LONDRINA ;JARDIM MARIA CELINA ;AVENIDA ROSALVO MARQUES BONFIM, N. 899, CASA 182 ;132.292,96;229.000,00;42.24;Nýo;Casa, 0.00 de ýrea total, 53.25 de ýrea privativa, 0.01 de ýrea do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713115070
 8787704071383 ;PR ;LONDRINA ;OLIMPICO ;RUA JOSE ALVES NUNES, N. 450, Apto 302, BL 20 BOX 306 ;74.146,96;128.000,00;42.08;Nýo;Apartamento, 86.37 de ýrea total, 41.14 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704071383
 8787716789039 ;PR ;LONDRINA ;CONJUNTO VIVI XAVIER ;RUA JOAO VITOR DA SILVA SOBRINHO, N. 155, Apto 02, BLOCO A ;79.939,69;138.000,00;42.08;Nýo;Apartamento, 45.88 de ýrea total, 44.22 de ýrea privativa, 0.00 de ýrea do terreno, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716789039
 8787712624060 ;PR ;LONDRINA ;CINCO CONJUNTOS ; RUA ELZIRA BITTENCOURT GUIDES, N. 55, Apto 302, BL 13 ;89.259,07;152.458,95;41.46;Nýo;Apartamento, 48.61 de ýrea total, 43.31 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712624060
 8787716449297 ;PR ;LONDRINA ;CONJUNTO SEMIRAMIS BARROS BRAGA ;RUA APARECIDA FONSECA BARBOSA, N. 57, Apto 303, PV 03 BL 04 VG 223 ;90.746,77;155.000,00;41.46;Nýo;Apartamento, 52.83 de ýrea total, 43.31 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716449297
 8787713732494 ;PR ;LONDRINA ;CONJUNTO HABITACIONAL VIOLIM ;RUA ELZIRA BITTENCOURT GUIDES, N. 55, Apto 304, QD 5 BL 10 VG 162 ;85.945,97;146.800,00;41.46;Nýo;Apartamento, 63.30 de ýrea total, 43.31 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713732494
 8787714664549 ;PR ;LONDRINA ;CONJUNTO HABITACIONAL VIOLIM ;RUA ELZIRA BITTENCOURT GUIDES, N. 55, Apto 202, BL 02 ;86.648,52;148.000,00;41.46;Nýo;Apartamento, 63.30 de ýrea total, 43.31 de ýrea privativa, 0.00 de ýrea do terreno, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714664549
 8787709616450 ;PR ;LONDRINA ;JARDIM MARIA CELINA ;AVENIDA ROSALVO MARQUES BONFIM, N. 1450, Apto 31, TIPO 2, 3ý PAV, BL 15, VG Ný 257 ;83.135,75;142.000,00;41.46;Nýo;Apartamento, 85.13 de ýrea total, 48.96 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709616450
 8787713152501 ;PR ;LONDRINA ;JARDIM MARIA CELINA ;AVENIDA ROSALVO MARQUES BONFIM, N. 955, Apto 104, TýRREO, 1ýPAV, BL10, VAGA 89-PNE ;90.161,30;154.000,00;41.46;Nýo;Apartamento, 74.93 de ýrea total, 37.64 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713152501
 8787714412540 ;PR ;LONDRINA ;JARDIM MARIA CELINA ;AVENIDA ROSALVO MARQUES BONFIM, N. 1501, Apto 701, BL 13, LT 02, QD 04, VAGA N 85 ;86.472,89;147.700,00;41.46;Nýo;Apartamento, 54.05 de ýrea total, 45.30 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714412540
 8787711082840 ;PR ;LONDRINA ;ACQUAVILLE ;AVENIDA 02, N. SN, Apto 403, BL 09 LT 03 QD 03 VAGA 199 ;95.866,71;161.774,52;40.75;Nýo;Apartamento, 0.00 de ýrea total, 40.82 de ýrea privativa, 0.00 de ýrea do terreno, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711082840
 8787714625772 ;PR ;LONDRINA ;JARDIM PEROBA ROSA ;RUA ELZIRA BITTENCOURT GUIDES, N. 55, Apto 304, BL 05 PAV 03 QD 05 VG 168 ;94.310,83;159.148,98;40.75;Nýo;Apartamento, 48.61 de ýrea total, 43.31 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714625772
 8787702327356 ;PR ;LONDRINA ;LEONOR ;RUA OSEIAS FURTOSO, N. 1051, Apto 202, BL 07, VAGA N 57 ;106.667,03;180.000,00;40.75;Nýo;Apartamento, 60.01 de ýrea total, 46.38 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702327356
 8787700311169 ;PR ;LONDRINA ;NOVA OLINDA ;RUA ANDRE KEMMER, N. 65, Apto 103, BL 07 ;101.926,27;172.000,00;40.75;Nýo;Apartamento, 50.23 de ýrea total, 42.69 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700311169
 8787708426801 ;PR ;LONDRINA ;CONJUNTO SEMIRAMIS BARROS BRAGA ;RUA ELOY MELLO GUIDES, N. 45, Apto 103, BL13, VAGA Ný 257 ;94.815,14;160.000,00;40.75;Nýo;Apartamento, 63.33 de ýrea total, 43.31 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708426801
 8787715675722 ;PR ;LONDRINA ;CONJUNTO SEMIRAMIS BARROS BRAGA ;RUA APARECIDA FONSECA BARBOSA, N. 57, Apto 201, BL 06 ;93.629,95;158.000,00;40.75;Nýo;Apartamento, 63.43 de ýrea total, 43.32 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715675722
 8787716449327 ;PR ;LONDRINA ;CONJUNTO SEMIRAMIS BARROS BRAGA ;RUA APARECIDA FONSECA BARBOSA, N. 57, Apto 401, BL 14 VG 145 ;103.704,06;175.000,00;40.75;Nýo;Apartamento, 63.41 de ýrea total, 43.31 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716449327
